name,url,category,description
"Offset","https://offset.framer.website","Template","Framer site template for product launches with bold hero and feature blocks."
"Contra","https://contra.com","Marketplace / Freelance","Independent-first marketplace to find, hire, and pay flexible talent."
"Litebox","https://litebox.ai","Product Studio","Go-to-market design & engineering for DevTools: brand, product, and growth."
"Shawn Lukas","https://shawnlukas.com","Portfolio / Creative","Designer–director portfolio blending brand, motion, and interactive builds."
"Figma","https://www.figma.com","SaaS / Design","Collaborative interface design, prototypes, Dev Mode, and design systems."
"September Works","https://www.september.works","Design Studio","Interface design studio making beautiful, functional, innovative UX."
"Endless","https://endless.design","Design Studio","Design partner for startups across brand, product, web, and design systems."
"Quilt","https://www.quilt.com","Climate Tech / Home","Smart, room-by-room heat pump system that cuts energy use and bills."
"Shuttle","https://www.shuttle.dev","DevTool / Platform","Rust-native serverless platform to build, deploy, and scale backends fast."
"Nice People","https://nicepeople.com","Design Agency","Award-winning LA studio for branding, packaging, web, and art direction."
"Debut Studio","https://debut.studio","Web Agency","Newcastle web team building high-performing custom WordPress sites."
"Opaque","https://opaque.framer.website","Template","Minimal Framer template for case studies, services, and contact flows."
"Freelance Things","https://www.freelancethings.co","Media / Resource","Curated tools, tips, and templates to run a thriving freelance practice."
"Plain","https://www.plain.com","SaaS / Support","Developer-first customer support platform with APIs and elegant workflows."
"Ginkgo Bioworks","https://ginkgo.bio","Biotech","Cell programming platform delivering R&D tools, data, and lab automation."
"Ramp Travel","https://ramp.com/travel?ref=a1.gallery","Fintech / Travel","Corporate card + travel: book, manage, and control spend with real-time data."
"Willis Tower","https://www.willistower.com","Real Estate / Landmark","Chicago’s 110-story icon with offices, dining, and Skydeck views from The Ledge."
"Robin Spielmann","https://www.iamrob.in","Portfolio","Designer portfolio featuring crisp product UI, systems, and motion detail."
"Huly","https://huly.io","SaaS / Project OS","Open, all-in-one platform for issues, chat, docs, and team planning."
"Eva Sánchez","https://evasanchez.info","Portfolio","Art director & designer showcasing type-led identities and digital work."
"GENBRAND","https://genbrand.design","Design Studio","Brand and web studio crafting strategic identities and conversion-first sites."
"Primary Studio","https://www.primary.studio","Design Studio","Minimal, systems-led branding and digital for modern products and culture."
"Gulp Studio","https://www.gulpstudio.com","Design Studio","Creative studio delivering bold brands, motion, and high-polish web builds."
"Two","https://two-template.webflow.io","Template","Webflow portfolio template with clean grids, case layouts, and fast setup."
"Bryn Taylor","https://www.bryntaylor.co.uk","Portfolio","Designer/creative portfolio with refined type, imagery, and case studies."
"Renew Home","https://www.renewhome.com","Climate / Home","Home energy upgrades and insights to lower bills and reduce carbon impact."
"Mobbin","https://mobbin.com","SaaS / Design Library","Curated mobile/web UI patterns and flows to research, compare, and design faster."
"Notion","https://www.notion.so","SaaS / Workspace","Connected docs, wikis, and projects in one collaborative workspace."
"Limitless","https://limitless.ai","AI / Productivity","AI assistant for notes, recall, and task flow across apps and meetings."
"Kinsta","https://kinsta.com","SaaS / Hosting","Managed cloud hosting with speed, security, and expert support."
"Wedge","https://wedge.studio","Studio","Creative/product studio crafting brands, interfaces, and launches."
"Instrument","https://instrument.com","Design Agency","Strategy, brand, and product agency building experiences at global scale."
"Kim","https://kim-template.framer.website","Template","Framer agency template—hero, services, work grid, and polished case pages."
"Givingli","https://givingli.com","Consumer App","Digital cards and gifts with personalized messages for any occasion."
"Bakken & Bæck","https://bakkenbaeck.com","Product Studio","Global product studio turning ideas into brands, apps, and ventures."
"Aaron Rolston","https://aaronrolston.com","Portfolio","Designer–developer portfolio; projects in UI, web, and interactive work."
"Blunarova","https://www.blunarova.com","Creative Studio","3D/motion-led studio crafting expressive visuals, brands, and web."
"SuperHi","https://www.superhi.com","Education / SaaS","Creative coding and design courses with projects, tools, and community."
"Raycast","https://www.raycast.com","SaaS / Productivity","Command bar for Mac to search, launch, script, and extend your workflow."
"Fabric","https://fabric.so","SaaS","Knowledge and docs platform to capture, organize, and retrieve information."
"Bradley Ziffer","https://bradleyziffer.com","Portfolio","Product designer portfolio focused on clean UI, systems, and craft."
"Illo","https://illo.tv","Creative Studio","Illustration and motion studio creating playful brand worlds and videos."
"Thomas Boyer-Gibaud","https://www.thomasboyergibaud.com","Portfolio","Designer portfolio with editorial typography and interactive case studies."
"Practice","https://practice.inc","SaaS / CRM","All-in-one client platform for coaches: CRM, scheduling, billing, and docs."
"OutThere","https://www.outthere.studio","Design Studio","Brand and web studio delivering identity systems and high-impact sites."
"Pitch-Works","https://pitch.works","Presentation Studio","Presentation design for sales, fundraising, and product storytelling."
"Claudia Mussett","https://clauaskee.com","Portfolio","Designer/illustrator portfolio featuring bold color and motion-driven work."
"Valentin","https://www.heyvalentin.club","Portfolio","Designer portfolio with crisp type, motion, and thoughtful interactive work."
"Better Stack","https://betterstack.com","SaaS / DevOps","Uptime, logs, and incident management to monitor, alert, and resolve faster."
"Tomorrow","https://tomorrow.io","SaaS / Weather","Weather intelligence platform for forecasting, alerts, and risk planning."
"Glide","https://www.glideapps.com","SaaS / No-code","Build mobile apps from spreadsheets and databases—no code required."
"Stripe Dev","https://stripe.dev","Docs / Developer","Stripe’s developer hub with guides, examples, SDKs, and API tooling."
"Potloc","https://www.potloc.com","SaaS / Research","Social-sampling survey platform delivering fast, decision-grade consumer data."
"Pin","https://www.pin.com","SaaS / Recruiting","AI recruiting assistant for sourcing, outreach, screening, and scheduling."
"Stripe Sessions","https://stripesessions.com","Event","Stripe’s annual product and developer conference and session archive."
"T72T","https://www.t72t.com","Portfolio / Creative","Design portfolio showcasing bold visuals, web experiments, and identity work."
"Recess","https://ourrecess.com","E-commerce / CPG","Calm-cool beverages and supplements for mood, focus, and daily balance."
"Browse","https://browse.framer.website","Template","Framer portfolio template with clean grid, case pages, and quick setup."
"Homestack","https://www.homestack.com","SaaS / Real Estate","White-label real-estate apps and IDX search for brokerages and teams."
"Miro Intelligent Canvas","https://miro.com/intelligent-canvas","SaaS / Collaboration","AI on your board to turn sticky notes into briefs, docs, and next steps."
"Campsite","https://www.campsite.co","SaaS / Community","Central hub for product updates and community posts with rich embeds."
"Redbrick","https://redbrick.coffee","E-commerce / Coffee","Specialty coffee roaster with seasonal beans, brews, and subscriptions."
"hers","https://www.forhers.com","Health / Telemed","Women’s telehealth: treatments, prescriptions, and care plans online."
"Framer","https://www.framer.com","SaaS / Web Builder","Design-to-site builder for responsive websites, CMS, and on-page editing."
"Uncut","https://uncut.wtf","Media / Culture","Daily drops of weird internet links, tools, and cultural rabbit holes."
"Cob","https://cobfoods.com","E-commerce / CPG","Corn-free snacks made from sorghum—popcorn flavors and pantry staples."
"Marathon","https://www.onmarathon.com","Apparel / Footwear","Performance running footwear and gear with minimalist design language."
"Sling","https://getsling.com","SaaS / Scheduling","Employee scheduling, time tracking, and team messaging for shift work."
"Jules Journey","https://jules-journey.framer.website","Template / Portfolio","Framer case-study template with long-form storytelling and smooth motion."
"Succinct","https://www.succinct.xyz","Crypto / ZK","Decentralized prover network and tools that make zero-knowledge easy."
"Flow Computing","https://flow-computing.com","Hardware / Chips","CPU/GPU-adjacent parallel processor to scale AI and data workloads."
"Reworkd","https://www.reworkd.ai","AI Tool / Agents","Build, run, and monitor AI agents for research, ops, and automation."
"Tinyman","https://tinyman.org","Crypto / DeFi","Algorand DEX for swaps, liquidity, and staking with low-fee trades."
"Oddit","https://www.oddit.co","Agency / CRO","E-commerce UX and CRO teardowns, redesigns, and reports that lift CVR."
"For Good Design Lab","https://www.forgooddesignlab.com","Design Studio","Brand and digital studio partnering with social-impact and mission-led orgs."
"Spot","https://www.spot.ai","AI / Video Security","AI video platform turning camera footage into safety, ops, and security insights."
"Native","https://www.native.inc","Design Studio","Brand and digital studio building expressive identities, sites, and campaigns."
"Airtree","https://www.airtree.vc","Venture Capital","Early-stage VC backing ambitious founders across Australia and New Zealand."
"Replit","https://replit.com","SaaS / DevTool","In-browser IDE to code, run, and deploy apps collaboratively in any language."
"SayBriefly","https://say-breifly.webflow.io","AI Tool / Meetings","AI turns client calls into clear transcripts, summaries, and actionable briefs."
"Relocate Now","https://www.relocatenow.io","Relocation / Platform","One hub for visas, housing, tax, and perks to simplify moving abroad."
"Wynn","https://houseofwynn.co","Design Studio","Strategy-led studio crafting personality-rich brands and websites."
"Sania Saleh","https://www.sania.io","Portfolio","Product designer portfolio—systems thinking, motion, and polished UI work."
"Plot","https://www.plot.so","SaaS / Docs","Visual docs for teams—present ideas, data, and product work beautifully."
"Torch","https://torch-template.framer.website","Template","Framer agency template with case grids, services, and smooth page transitions."
"TechTO","https://www.techto.org","Community / Events","Canada’s tech community: events, talks, and networking across the ecosystem."
"Rune","https://www.rune.energy","Climate / Compute","Monetizes wasted clean energy by converting surplus power into computation."
"Euphemia","https://euphemia.com","Family Office / VC","Aussie family office funding startups, funds, and ecosystem initiatives."
"Summer Smash Tennis","https://summersmashtennis.ca","Sports / Education","Vancouver tennis lessons and camps for kids and adults, all levels."
"Hyperlink","https://www.hyperlinknyc.com","Design Studio","Small NYC studio crafting intuitive, detail-obsessed brand and web work."
"Gev Design","https://www.gev.design","Product / Design","Fractional product design teams for fast-moving startups and platforms."
"Semplice V7","https://www.semplice.com/v7","SaaS / Portfolio","WordPress-based portfolio system for designers—fully custom, no templates."
"Mono","https://mono.framer.media","Template","Minimal Framer portfolio template with bold type and case-study layouts."
"Popcorn","https://www.popcorn.space","SaaS / Research","Rapid user research hub to recruit, run studies, and synthesize insights."
"Spellbook","https://www.spellbook.legal","AI Tool / Legal","GPT-powered contract drafting and review inside Word, trained on legal data."
"One Manor Place","https://omp.dentist","Healthcare / Dental","Stoneybatter neighborhood dental practice with modern, patient-first care."
"Spencer Gabor","https://spencergabor.work","Portfolio","Illustrator–designer portfolio with vibrant brand, editorial, and motion work."
"Control","https://control.com","Media / Engineering","Control & automation community with news, education, and technical resources."
"Los York","https://losyork.tv","Creative Studio","Award-winning studio blending design, film, and CG for global brands."
"Ballpoint","https://www.weareballpoint.com","Growth / Creative","London agency driving brand growth across creative, performance, and CRO."
"Chatbase","https://www.chatbase.co","AI Tool / Chatbots","Train GPT-style chatbots on your data and embed them on your site in minutes."
"Pelata Pieces","https://www.pelatapieces.com","E-commerce / Design","Playful, Nordic-designed games and objects launched by Finnish Design Shop."
"Jeton","https://www.jeton.com","Fintech / Wallet","Multi-currency e-wallet to add, send, exchange, and pay across 25+ countries."
"Flayks","https://flayks.com","Portfolio / Creative","Félix Péault’s portfolio—concept-led digital design, motion, and experiments."
"Cal.com","https://cal.com","SaaS / Scheduling","Open scheduling platform with routing, round-robin, and powerful workflows."
"Deeo Studio","https://deeo.studio","Design Studio","Brand, product, and web experiences crafted with research and crisp execution."
"Coherence","https://www.withcoherence.com","AI Tool / Research","AI agents that run user interviews, learn over time, and deliver insights."
"Vibrant","https://www.vibrantpractice.com","Health / AI","AI tools for clinics: intake, notes, plans, and patient engagement automation."
"Privy","https://www.privy.io","SaaS / Marketing","Email, SMS, and popups to grow ecommerce lists and drive conversions."
"Bucket","https://thebucketapp.com","Consumer App","Social bucket list app to plan goals, share progress, and find inspiration."
"Poolside","https://poolside.ai","AI Tool / Code","Code-native AI models to translate specs into working software and tests."
"Article","https://www.article.com","E-commerce / Furniture","Modern furniture delivered fast with honest pricing and durable materials."
"Polar","https://polar.sh","SaaS / DevTool","Build & fund open-source: sponsorships, paywalled releases, and analytics."
"Descript","https://www.descript.com","SaaS / Video & Audio","Edit video and podcasts like docs—record, transcribe, and publish in one app."
"Leel","https://www.leel.in","E-commerce / Wellness","Science-backed personal care and wellness products designed for daily use."
"Aboard","https://www.aboardhr.com","SaaS / HR","Lightweight HR platform for time off, onboarding, contracts, and culture."
"Esme","https://weareesme.com","E-commerce / Apparel","Seaweed-based, breathable underwear focused on comfort and skin health."
"Arrival","https://arrival.com","EV / Manufacturing","Designing electric buses and vans with modular components and microfactories."
"Outseta","https://www.outseta.com","SaaS / Ops","All-in-one stack for memberships: auth, billing, CRM, email, and support."
"Whalesync","https://www.whalesync.com","SaaS / No-code","Bi-directional sync between databases and no-code tools in real time."
"Sana","https://sana.ai","SaaS / Knowledge","AI-native knowledge platform for search, learning, and automated answers."
"Podia","https://www.podia.com","SaaS / Creator","Sell courses, downloads, coaching, and memberships with simple storefronts."
"Rubie","https://rubiehq.com","SaaS / Post-Sale Ops","Automate customer provisioning and configuration to speed onboarding."
"Zapier","https://zapier.com","SaaS / Automation","Connect apps and automate workflows with triggers, actions, and AI steps."
"Vucko","https://vucko.co","Design Studio","Motion-first brand studio building identities, systems, and toolkits."
"SLR Consulting","https://www.slrconsulting.com","Consulting / Sustainability","Global environmental and advisory consultancy for industry and infrastructure."
"Portal","https://useportal.net","SaaS / Freelance","Proposals, payments, file transfer, and client portals in one tidy toolkit."
"Monolith","https://www.monolithai.com","AI / Engineering","Self-learning models that cut physical testing and speed product development."
"Carefree","https://carefreespace.org","Nonprofit / Community","Global network creating supportive, stigma-free spaces for youth mental health."
"Valley","https://www.valley.studio","Design / Fabrication","Studio crafting custom interiors, furniture, and build projects with craft."
"Invertase","https://invertase.io","Dev Studio / OSS","Team behind Firebase/Flutter tools, SDKs, and DX consulting for developers."
"Langbase","https://langbase.com","AI Tool / Backend","Serverless platform to build, evaluate, and ship LLM features and workflows."
"Planhat","https://www.planhat.com/keynote?ref=a1.gallery","SaaS / CS","Customer platform for revenue teams—health, product data, playbooks, and ops."
"Making Software","https://www.makingsoftware.co","Media / Education","Essays and resources on shipping reliable software and product practices."
"Profluent","https://www.profluent.bio","Biotech / AI","Generative biology designing novel proteins and cell therapies."
"Mangopay","https://mangopay.com","Fintech / Payments","Modular payments for platforms: onboarding, wallets, payouts, and risk."
"Brave Studio","https://studio-brave.webflow.io","Design Studio","Independent studio creating brands, websites, and standout campaigns."
"Fey","https://www.fey.com","Fintech / Research","Real-time earnings, data, and insights—Fey is now part of Wealthsimple."
"Pie","https://www.pie.tax","SaaS / Finance","Simple tax workflow software for creators, freelancers, and small teams."
"Arthur","https://www.arthur.ai","AI Platform","Evaluate, secure, and monitor AI systems with guardrails and continuous evals."
"The Line Studio","https://thelinestudio.com","Design Studio","Boutique brand and web studio with elegant type and precise motion."
"TerraPower","https://www.terrapower.com","Energy / Nuclear","Advanced nuclear tech including Natrium reactors and cancer treatment isotopes."
"Tiempo","https://tiempocompany.com","Media / Latino","Culture-led media company serving US Latino audiences and advertisers."
"Endex","https://endex.ai","AI Tool / Agent Ops","Evaluate, debug, and observe AI agents and workflows in production."
"The Department of Bed Intentions","https://bedintentions.com","DTC / Home","Bold bedding brand mixing artful prints with premium, comfy textiles."
"Outshift","https://outshift.webflow.io","Design Studio","Venture design partner building brands, products, and launch sites."
"Chargetrip","https://www.chargetrip.com","SaaS / EV","EV routing APIs to plan trips, find chargers, and optimize charging costs."
"Noxus","https://www.noxus.ai","AI Tool / Ops","Governed AI workers to resolve tickets, cite policy, and write back to systems."
"Keel","https://keel.so","SaaS / ERP","Modern, programmable ERP to replace spreadsheet sprawl for ops teams."
"Bytebot","https://www.bytebot.ai","AI Tool / Support","AI agents for support and onboarding across chat, email, and docs."
"Corcel","https://corcel.io","SaaS / Data","Fast Postgres + Redis in one engine with real-time sync and edge caching."
"Ada","https://www.ada.cx","AI Tool / Support","AI customer service agents that autonomously resolve the majority of tickets."
"Height","https://height.app","SaaS / Project","Autonomous project management for product teams with agentic workflows."
"ElevenLabs","https://elevenlabs.io","AI Tool / Voice","Hyper-realistic AI voices, dubbing, and sound design for apps and media."
"GEP","https://www.gep.com","SaaS / Procurement","AI-powered source-to-pay software, consulting, and managed services."
"Era","https://www.eranyc.com","Accelerator / Fund","NYC accelerator + fund backing early-stage tech teams twice per year."
"Tavus","https://www.tavus.io","AI Tool / Video","Create personalized, conversational AI video humans for sales and support."
"Profound","https://www.tryprofound.com","SaaS / SEO for AI","Measure and improve brand visibility inside AI search and answer engines."
"Passionfroot","https://www.passionfroot.me","SaaS / Creator Ops","Manage sponsors, bookings, invoices, and media kits in one creator OS."
"Primer","https://primer.io","Fintech / Payments","No-code payment routing, methods, risk, and subscriptions via one integration."
"Fictional","https://fictional-typeface.com","Typeface","Contemporary serif/sans family for editorial and brand systems."
"Yianni Mathioudakis","https://www.yiannifive.com","Portfolio","Motion-led creative director portfolio—3D, brand, and interactive work."
"Jonas Pelzer","https://jonaspelzer.com","Portfolio","Designer–developer portfolio with refined type, motion, and crisp UI."
"Causal","https://www.causal.app","SaaS / FP&A","Driver-based planning, scenarios, and dashboards powered by a smart spreadsheet."
"Daisy AI","https://www.hidaisy.ai","AI Tool / Notes","AI creative collaborator to capture ideas, plan content, and organize work."
"Clay","https://clay.earth","SaaS / Personal CRM","Beautiful, privacy-first relationship manager across phone, desktop, and web."
"Buffer","https://buffer.com","SaaS / Marketing","Plan, publish, and analyze social content with simple, affordable tools."
"Rhea","https://www.rhea-fertility.com","Health / Fertility","Global fertility platform with clinics, egg bank, and tech-enabled care."
"Basedash","https://www.basedash.com","SaaS / Data Admin","Secure, shared data admin tool to query, edit, and review production data."
"Leverage","https://leverage.framer.website","Website Design","Showcase early-stage startups with expert product storytelling."
"CodeFortify","https://codefortify.ai","AI Tool / Security SaaS","Open-source security for apps and cloud posture management."
"Blaze AI","https://blaze.ai","AI Tool / Marketing SaaS","AI marketer that automates content, strategy, and weekly growth."
"Datafold","https://datafold.com","Data SaaS","Automates data workflows, migrations, testing, and monitoring."
"Feedly","https://feedly.com","SaaS / AI Tool","Research topics and trends fast with AI-powered insights."
"Thunderbit","https://thunderbit.com","SaaS / AI Tool","AI scraper extension converting web content into clean tables."
"Earth.fm","https://earth.fm","Nonprofit / Media","Nonprofit sound library with immersive global nature audio."
"Pathway","https://pathway.cc","SaaS / Research","UX research platform to validate solutions with fast responses."
"Osmos","https://osmos.social","AI Social SaaS","AI-powered network matching users with meaningful connections."
"Viewpoint","https://viewpoint-saas","SaaS Template","Webflow SaaS template with adaptable, modern design layouts."
"Epsilla","https://epsilla.com","AI Tool / SaaS","Agent-as-a-Service to build enterprise AI agents easily."
"Kernel","https://eatkernel.com","E-commerce / Food","Plant-based food brand making sustainable eating simple."
"Winkyface Studio","https://winkyface.studio","Design Studio","Playful design studio creating bold, structured brand visuals."
"Amplemarket","https://amplemarket.com","AI Tool / Sales SaaS","AI sales copilot boosting pipeline with personalization."
"Eisku","https://eisku.com","E-commerce / Furniture","Eco furniture brand blending design with sustainability."
"VSCO","https://vsco.co","Creative SaaS","Tools, editor, and global creative network for photographers."
"Charlotte Stone","https://charlotte-stone.com","E-commerce / Fashion","Bold, colorful footwear crafted for comfort and style."
"Fuselio","https://fuselio.com","SaaS / Dev Studio","Builds custom apps for startups to scale faster."
"Sound Ethics","https://soundethics.org","Nonprofit / Music","Advocating ethical AI in music to protect creators."
"ClickFunnels","https://clickfunnels.com","SaaS / Marketing","Tools to market, sell, and deliver online without tech teams."
"Aurora Template","https://az-aurora","SaaS Template","Webflow HTML template designed for modern websites."
"CoinSwitch","https://coinswitch.co","Fintech / Crypto","India’s largest crypto app trading 350+ digital assets."
"W1tty","https://w1tty.com","Fintech / EdTech","Finance app teaching money skills and offering smart tools."
"Letterly","https://letterly.app","AI Tool / Productivity","Turn voice into structured notes, posts, and summaries."
"Martex Template","https://martex-saas","SaaS Template","Flexible SaaS Webflow template with clean, modern design."
"Klaviyo","https://klaviyo.com","SaaS / AI CRM","AI CRM unifying omnichannel marketing for B2C brands."
"MailerLite","https://mailerlite.com","SaaS / Marketing","Marketing automation to grow audiences and boost sales."
"Talespinner","https://talespinner.io","AI Tool / Writing","AI writing tool helping novelists build plots and characters."
"Hootsuite","https://hootsuite.com","SaaS / Marketing","Manage and analyze social media across platforms easily."
"Kajabi","https://kajabi.com","SaaS / E-learning","All-in-one platform for courses, coaching, and memberships."
"Burogu.pro","https://burogu.pro","SaaS / Blogging","SEO-ready, no-code blog builder that’s fast and hassle-free."
"JNPR Spirits","https://jnprspirits.com","E-commerce / Beverage","Premium French non-alcoholic spirits with rich botanicals."
"Grain","https://grain.com","SaaS / AI Tool","Meeting summaries, insights, and coaching suggestions for growing teams."
"Vazzi","https://vazzi.fun","E-commerce / Wellness","Water-based lubricant for comfort, fun, and everyday pleasure."
"Front","https://front.com","SaaS / CX Platform","Modern CX platform delivering automation, insights, and customer-first service."
"Wealthfront","https://wealthfront.com","Fintech","Automated investing with APY cash accounts and expert-built portfolios."
"GroomLead","https://groomlead.com","AI Tool / Sales SaaS","AI-driven B2B lead generation with smart targeting and personalization."
"Logaflow","https://logaflow.com","SaaS / Dev Tool","Feedback and bug tracking widget to improve apps and reduce churn."
"Coinshift","https://coinshift.xyz","Fintech / Crypto","Simplifies treasury ops, delivers insights, and boosts transparency."
"DJI","https://dji.com","Hardware / Tech","Consumer drones, stabilizers, and pro tools for smooth visual capture."
"Prediko","https://prediko.io","Business App / E-commerce","Shopify app for D2C brands to manage inventory and predictions."
"Buddy Works","https://buddy.works","Developer Tool","DevOps copilot for fast CI/CD and platform engineering."
"Checkmyfile","https://checkmyfile.com","Fintech","View Experian, Equifax, TransUnion credit data in one detailed report."
"Feta.io","https://feta.io","SaaS","Not enough data available to classify."
"TapRefer","https://taprefer.com","SaaS / Affiliate","Discover affiliate programs, compare rates, and monetize content fast."
"Fly.io","https://fly.io","Developer Tool","Deploy app servers close to users for faster, global performance."
"AgentQL","https://agentql.com","AI Tool / Automation","Build AI agents using natural language queries and web data."
"Billables AI","https://billables.ai","AI Tool / SaaS","Auto-track billable hours for lawyers, consultants, and pros."
"Pirsch","https://pirsch.io","SaaS / Analytics","Privacy-first open-source analytics—cookie-free and lightweight."
"Hatch FM","https://hatch.fm","SaaS / Audio","Turn recordings into content engines for creators and businesses."
"Figdam","https://figdam.com","SaaS / Design","Sync and manage campaign assets in Figma and Webflow."
"UXKosta","https://uxkosta.com","Portfolio / Design","Freelance designer creating websites, apps, and visuals."
"Pixyer AI","https://pixyer.ai","AI Tool / E-commerce","AI background generator for product photos and e-commerce visuals."
"MotherDuck","https://motherduck.com","SaaS / Analytics","Cloud analytics built on DuckDB—fast, scalable, and modern."
"OpenServ AI","https://openserv.ai","AI Lab","AI research lab building infra for autonomous agents."
"TimeOS","https://timeos.ai","AI Tool / Productivity","AI for time management, notes, scheduling, and task automation."
"Cur8ed","https://cur8ed.app","E-commerce / Fashion","Curated fashion feed bringing all your favorite brands together."
"Arcads AI","https://arcads.ai","AI Tool / Video","Generate UGC videos with scripts, actors, and AI in 2 minutes."
"Flexport","https://flexport.com","SaaS / Supply Chain","Global logistics platform for cost savings and carbon-neutral trade."
"PathPilot","https://getpathpilot.com","Fintech / AI Tool","Build secure AI agents for banks and fintechs, fast and compliant."
"Replika","https://replika.ai","AI Tool / Social","AI companion app for chatting, growth, and personal support."
"Overlap","https://joinoverlap.com","AI Tool / Video","Automates clipping and posting video content with AI agents."
"Voxa Pro","https://voxa.pro","AI Tool / Productivity","AI voice assistant integrated with Notion, Tasks, and Calendar."
"Weave","https://getweave.com","SaaS / Communication","Phone system + comms suite to automate tasks and payments."
"CodeGroupie","https://codegroupie.com","SaaS / Community","Collaborate on open-source projects and connect with developers."
"Hasura","https://hasura.io","SaaS / AI Tool","High-impact decision-making and automation powered by AI."
"Mac Mini","https://apple.com/mac-mini","Hardware","Apple Mac mini with M4 chips and Apple Intelligence features."
"Index App","https://index.app","Business App / BI","Collaborative BI platform for dashboards and data insights."
"Butter","https://butter.us","SaaS / Collaboration","Virtual collaboration tool for engaging sessions and workshops."
"Shoyokoko","https://shoyokoko.co","Website","Limited data available. Brand portfolio placeholder."
"Genway AI","https://genway.ai","AI Tool / Research","AI user research platform automating interviews for insights."
"Genbler","https://genbler.com","AI Tool / Content","AI platform for streamlined content creation and automation."
"Postiz","https://postiz.com","SaaS / Marketing","Manage, schedule, and analyze all social media in one dashboard."
"Agree.com","https://agree.com","SaaS / LegalTech","Contract-to-payment with e-signatures, invoices, and payments."
"Quorini","https://quorini.com","SaaS / Dev Tool","Visual backend builder for serverless apps, web, and mobile."
"Segwise AI","https://segwise.ai","AI Tool / Marketing","AI agents to tag creatives, analyze data, and boost ROAS."
"BetterBugs","https://betterbugs.io","SaaS / Dev Tool","Debugging with AI: screenshots, logs, and instant replay."
"Diaflow","https://diaflow.io","AI Tool / Productivity","Build AI workflows across teams to enhance productivity and efficiency."
"ATPCO","https://atpco.net","Aviation Tech","Airline pricing and fare distribution solutions."
"Blitzit","https://blitzit.app","Productivity App","Simple to-do list + timer with Notion & Google Calendar integration."
"Weam.ai","https://weam.ai","AI Tool","Not available (site error)."
"OpenPipe","https://openpipe.ai","AI Tool / Enterprise","Fine-tuning and deployment of AI models for enterprises."
"TripIt","https://tripit.com","Travel App","All-in-one app to organize travel plans, reminders, and alerts."
"Socap AI","https://socap.ai","AI Tool / Investment","AI investor and coach for AI-native solo startup founders."
"Cademy","https://cademy.xyz","E-learning / SaaS","CAD courses on Rhino & Grasshopper 3D with expert instructors."
"Buck Mason","https://buckmason.com","E-commerce / Fashion","Timeless men’s clothing inspired by California craftsmanship."
"Presence Bio","https://presence.bio","Domain / Website","Domain for sale via ExpiredDomains.com."
"Agree (PH)","https://agree.com/product-hunt","SaaS / LegalTech","Secure e-signatures, invoicing, and integrated payment workflows."
"Resonance","https://theresonance.studio","Design Studio","AI-driven brand and product studio for founders and startups."
"Ledbury","https://ledbury.com","E-commerce / Fashion","Men’s apparel brand specializing in shirts and accessories."
"ListenUp","https://listenup.ai","AI Tool / Feedback","Centralize customer feedback directly into Notion."
"Granola","https://granola.ai","SaaS / Productivity","Turn raw meeting notes into polished team-ready documentation."
"CleanMyMac Biz","https://macpaw.com","SaaS / IT","Manage Mac devices with 20+ tools for security & performance."
"Marketeam AI","https://marketeam.ai","AI Tool / Marketing","AI marketing agents maximizing ROI and growth efficiency."
"InkStory","https://inkstory.app","Mobile App / Lifestyle","Audio tattoos app that brings ink to life with stories."
"Zipy AI","https://zipy.ai","AI Tool / Dev","Debug mobile apps with AI-powered replays for errors."
"Humiris","https://humiris.ai","AI Tool / LLM","Build custom reasoning models with higher accuracy and speed."
"Fenado","https://fenado.ai","AI Tool / Dev Agency","AI-powered design-to-app agency delivering faster, cheaper builds."
"arby Parker","https://warbyparker.com","E-commerce / Eyewear","Eyeglasses and sunglasses with home try-on, vision care, and modern designs."
"Bee","https://bee.computer","Hardware / AI Device","Wearable personal AI assistant for on-the-go help and context."
"MVMT","https://mvmt.com","E-commerce / Fashion","Watches, eyewear, and accessories with modern designs and 95K+ reviews."
"JustFab","https://justfab.com","E-commerce / Fashion","Membership fashion brand for shoes, clothing, and accessories."
"DHL India","https://dhl.com/in-en","Logistics","International shipping, courier, and logistics for India and beyond."
"Viator","https://viator.com","Travel / Marketplace","Book tours, activities, and experiences worldwide with trusted reviews."
"Scrapeless","https://scrapeless.com/en","SaaS / Web Scraping","Full-stack scraping toolkit: APIs, browser, captcha solver, and proxies."
"QuickBooks Global","https://quickbooks.intuit.com/global","Fintech / Accounting","Accounting, invoicing, payroll, and GST-ready tools for small businesses."
"Taplo","https://taplo.io","SaaS / Marketing","Real-time social proof popups to boost conversions and credibility."
"GoWhale","https://gowhale.com","Fintech / Real Estate","Renter-owned high-yield savings replacing security deposits at zero cost."
"Sparkbase","https://sparkbase.ai","AI Tool / Sales","AI sales using B2B data + live web signals for personalized outreach."
"XPO","https://xpo.com","Logistics","LTL freight shipping provider in North America with instant quotes."
"Werner","https://werner.com","Logistics","Trucking & logistics company serving USA & Mexico freight."
"Codev","https://co.dev","AI Tool / Dev","AI-powered platform that converts text into full-stack Next.js apps."
"Skyvern","https://skyvern.com","Business App","Automate browser-based workflows with LLMs + Computer Vision."
"Webdone","https://webd.one","Developer App","AI landing page builder with SEO & responsive design."
"Opera Air","https://opera.com/air","Browser","Distraction-free mindful browsing with Opera Air."
