name,url,category,description,hidden,slug,url_key
banner-design-kit,https://banner-design-kit.com,Agency / Studio,"banner-design-kit is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,banner-design-kit,banner-design-kit.com
bannerbear.com,https://bannerbear.com,SaaS / Marketing,Automated image generation API creating visuals,False,bannerbear-com,bannerbear.com
baremetrics.com,https://baremetrics.com,SaaS / Analytics,Subscription analytics platform tracking SaaS metrics,False,baremetrics-com,baremetrics.com
barkbox.com,https://barkbox.com,E-commerce,Dog toy subscription box delivering monthly treats,False,barkbox-com,barkbox.com
basecamp.com,https://basecamp.com,SaaS / Productivity,Project management tool organizing team collaboration,False,basecamp-com,basecamp.com
bbxdesign,https://bbxdesign.com,Agency / Studio,"bbxdesign is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,bbxdesign,bbxdesign.com
beachhead-studio,https://beachhead-studio.com,Agency / Studio,"beachhead-studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,beachhead-studio,beachhead-studio.com
bean-designed,https://bean-designed.com,Agency / Studio,"bean-designed is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,bean-designed,bean-designed.com
becky-king-design,https://becky-king-design.com,Agency / Studio,"becky-king-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,becky-king-design,becky-king-design.com
bemore.graphics,https://bemore.graphics,Design / Creative,Geometric shape illustrations for design projects,False,bemore-graphics,bemore.graphics
betafamily.com,https://betafamily.com,SaaS / HR,App testing platform recruiting beta testers,False,betafamily-com,betafamily.com
bigcommerce.com,https://bigcommerce.com,SaaS / Design,E-commerce platform building online stores,False,bigcommerce-com,bigcommerce.com
binded.com,https://binded.com,Legal Tech / Saas,Copyright protection service for creative work,False,binded-com,binded.com
bizplan.com,https://bizplan.com,Saas / Business,Business planning software creating pitch decks,False,bizplan-com,bizplan.com
black-creative,https://black-creative.com,Agency / Studio,Creative agency and design studio,False,black-creative,black-creative.com
blake-allen-design,https://blake-allen-design.com,Agency / Studio,"blake-allen-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,blake-allen-design,blake-allen-design.com
blendmodes-studio,https://blendmodes-studio.com,Agency / Studio,"blendmodes-studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,blendmodes-studio,blendmodes-studio.com
blenheim-muay-thai,https://blenheim-muay-thai.com,AI Tool,AI-powered ai tool/saas solution,False,blenheim-muay-thai,blenheim-muay-thai.com
blubolt.com,https://blubolt.com,Agency / Studio,Web development agency building digital products,False,blubolt-com,blubolt.com
blurbiz.io,https://blurbiz.io,AI / Writing,AI content generator writing business copy,False,blurbiz-io,blurbiz.io
bold.org,https://bold.org/donors,Fintech,Scholarship platform connecting students with donors,False,bold-org,bold.org/donors
bolt-software,https://bolt-software.com,Saas,"bolt-software is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,bolt-software,bolt-software.com
bonfire.com,https://bonfire.com,E-commerce,Custom apparel platform creating branded merchandise,False,bonfire-com,bonfire.com
books-on-graphic-design,https://books-on-graphic-design.com,Agency / Studio,"books-on-graphic-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,books-on-graphic-design,books-on-graphic-design.com
boomeranggmail.com,https://boomeranggmail.com/meeting-scheduling,SaaS / Productivity,Email productivity tool scheduling meetings without back-and-forth,False,boomeranggmail-com,boomeranggmail.com/meeting-scheduling
bounty0x.io,https://bounty0x.io,SaaS / Productivity,Bounty hunting platform completing blockchain tasks,False,bounty0x-io,bounty0x.io
brandmark.io,https://brandmark.io,AI / Code,AI branding tool creating logos and identities,False,brandmark-io,brandmark.io
bravostudio.app,https://bravostudio.app,SaaS / No-Code,No-code app builder connecting designs to databases,False,bravostudio-app,bravostudio.app
brightful.me,https://brightful.me/play,SaaS / Design,Online party games platform for virtual team building,False,brightful-me,brightful.me/play
brizk-design,https://brizk-design.com,Agency / Studio,"brizk-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,brizk-design,brizk-design.com
brutask.com,https://brutask.com,Productivity / App,Minimalist task manager focusing on daily priorities,False,brutask-com,brutask.com
budibase.com,https://budibase.com,SaaS / No-Code,Low-code platform building internal business tools,False,budibase-com,budibase.com
build.mmm.page,https://build.mmm.page,SaaS / No-Code,No-code website builder creating personal pages quickly,False,build-mmm-page,build.mmm.page
bukketapp.com,https://bukketapp.com,Productivity / App,"bukketapp.com is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,bukketapp-com,bukketapp.com
buzzstream.com,https://buzzstream.com,SaaS / Marketing,Digital PR software managing outreach campaigns,False,buzzstream-com,buzzstream.com
caboodle.studio,https://caboodle.studio,Agency / Studio,Creative studio crafting brand identities and digital experiences,False,caboodle-studio,caboodle.studio
calmaria.app,https://calmaria.app,Health / Wellness,Breathing exercise app reducing stress and anxiety,False,calmaria-app,calmaria.app
camelot.ai,https://camelot.ai,AI Tool,AI platform automating business document processing,False,camelot-ai,camelot.ai
carlhauser,https://www.carlhauser.com,Portfolio,"Personal portfolio presenting photography, direction, and bold visual projects.",False,carlhauser,carlhauser.com
carthook.com,https://carthook.com,E-commerce,Shopify upsell tool increasing e-commerce revenue,False,carthook-com,carthook.com
cashierlive.com,https://cashierlive.com,Fintech,Point of sale system for retail businesses,False,cashierlive-com,cashierlive.com
cashnotify.com,https://cashnotify.com,Fintech / Payments,Stripe notification app tracking payment alerts,False,cashnotify-com,cashnotify.com
chargebee.com,https://chargebee.com,Fintech,Subscription billing platform managing recurring revenue,False,chargebee-com,chargebee.com
chatfuel.com,https://chatfuel.com,SaaS / Marketing,Chatbot builder automating Facebook Messenger,False,chatfuel-com,chatfuel.com
checkout.com,https://checkout.com,Fintech / Payments,Payment processing platform accepting global transactions,False,checkout-com,checkout.com
chimpcharge.com,https://chimpcharge.com,Fintech / Crypto,Donation platform accepting cryptocurrency for charities,False,chimpcharge-com,chimpcharge.com
chimpessentials.com,https://chimpessentials.com,Template,MailChimp templates designing email campaigns,False,chimpessentials-com,chimpessentials.com
chipmunktheme.com,https://chipmunktheme.com,Template,WordPress theme for bloggers and content creators,False,chipmunktheme-com,chipmunktheme.com
choosefluid.com,https://choosefluid.com,SaaS / Design,Payment operations platform optimizing checkout experiences,False,choosefluid-com,choosefluid.com
chrisducker.com,https://chrisducker.com,Education,Virtual business coaching for entrepreneurs,False,chrisducker-com,chrisducker.com
churnbuster.io,https://churnbuster.io,Fintech / Payments,Payment recovery platform reducing subscription churn,False,churnbuster-io,churnbuster.io
clearbit.com,https://clearbit.com,SaaS / Marketing,Business intelligence platform enriching company data,False,clearbit-com,clearbit.com
clever.com,https://clever.com,Education,EdTech platform connecting classroom applications,False,clever-com,clever.com
cloverapp.co,https://cloverapp.co,SaaS / Productivity,Note-taking app organizing thoughts with markdown,False,cloverapp-co,cloverapp.co
coastpay.com,https://coastpay.com,Fintech,Point of sale system for restaurants and retail businesses,False,coastpay-com,coastpay.com
collaborativefund.com,https://collaborativefund.com,Fintech,Venture capital firm investing in technology startups,False,collaborativefund-com,collaborativefund.com
collect.chat,https://collect.chat,SaaS / Marketing,Chatbot builder collecting leads without coding,False,collect-chat,collect.chat
collective.proof.xyz,https://collective.proof.xyz,Web3 / Nft,NFT membership platform for exclusive community access,False,collective-proof-xyz,collective.proof.xyz
commentguard.io,https://commentguard.io,SaaS / Security,Comment moderation tool filtering spam and harmful content,False,commentguard-io,commentguard.io
commhealthcare.com,https://commhealthcare.com,Health / Wellness,Healthcare marketing agency for medical practices,False,commhealthcare-com,commhealthcare.com
confettihabits.com,https://confettihabits.com,Health / Wellness,Habit tracking app celebrating progress with visual rewards,False,confettihabits-com,confettihabits.com
congressus.nl,https://congressus.nl,SaaS / Communication,Event management platform organizing conferences and meetings,False,congressus-nl,congressus.nl
corebook.io,https://corebook.io,SaaS / Productivity,Visual workspace organizing creative projects,False,corebook-io,corebook.io
countryos.com,https://countryos.com,Developer Tool,Government operating system digitizing services,False,countryos-com,countryos.com
craftcms.com,https://craftcms.com,SaaS / Developer Tool,Content management system for developers,False,craftcms-com,craftcms.com
creative-nuts,https://creative-nuts.com,Agency / Studio,Creative agency and design studio,False,creative-nuts,creative-nuts.com
cryptofoxes.io,https://cryptofoxes.io,Web3 / Nft,NFT collection of unique fox avatars on blockchain,False,cryptofoxes-io,cryptofoxes.io
csspeeper.com,https://csspeeper.com,Developer Tool,Chrome extension inspecting website CSS styles,False,csspeeper-com,csspeeper.com
cueup.io,https://cueup.io/become-dj,E-commerce,DJ booking platform connecting artists with events,False,cueup-io,cueup.io/become-dj
cushionapp.com,https://cushionapp.com,Fintech / Payments,Invoicing tool for freelancers tracking payments,False,cushionapp-com,cushionapp.com
customer.io,https://customer.io,SaaS / Marketing,Marketing automation platform sending targeted messages,False,customer-io,customer.io
dashboarduikit.com,https://dashboarduikit.com,Design Tool,Dashboard UI template kit for developers,False,dashboarduikit-com,dashboarduikit.com
dashful.co,https://dashful.co,SaaS / Analytics,Dashboard builder creating custom analytics interfaces,False,dashful-co,dashful.co
dataprovider.com,https://dataprovider.com,Saas / Data,Business data platform providing company information,False,dataprovider-com,dataprovider.com
delighted.com,https://delighted.com,Saas / Cx,Customer feedback platform measuring satisfaction,False,delighted-com,delighted.com
demi-creative,https://demi-creative.com,Agency / Studio,Creative agency and design studio,False,demi-creative,demi-creative.com
density.io,https://density.io,SaaS / Analytics,Workplace analytics measuring space utilization,False,density-io,density.io
descript.com,https://descript.com,Content / Media,Audio and video editing tool with transcription,False,descript-com,descript.com
design-addict,https://design-addict.com,Agency / Studio,"design-addict is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,design-addict,design-addict.com
designingui.com,https://designingui.com,Education,UI design course teaching interface fundamentals,False,designingui-com,designingui.com
designjoy.co,https://designjoy.co,Portfolio,Design subscription service with unlimited requests,False,designjoy-co,designjoy.co
designmaestro.io,https://designmaestro.io,SaaS / Design,Design learning platform teaching UI/UX fundamentals,False,designmaestro-io,designmaestro.io
devmarketing.xyz,https://devmarketing.xyz,Education,Marketing resources for developer-focused products,False,devmarketing-xyz,devmarketing.xyz
digitaltoucan.com,https://digitaltoucan.com,Agency / Studio,Digital marketing agency specializing in SEO and growth strategies,False,digitaltoucan-com,digitaltoucan.com
ding.io,https://ding.io,Fintech,Mobile top-up service sending airtime globally,False,ding-io,ding.io
disqus.com,https://disqus.com,Saas / Community,Comment platform engaging website audiences,False,disqus-com,disqus.com
distill.io,https://distill.io,Saas / Tool,Website change monitoring tool tracking updates,False,distill-io,distill.io
district0x.io,https://district0x.io,E-commerce,Decentralized marketplace network on blockchain,False,district0x-io,district0x.io
dorik.com,https://dorik.com/cms,SaaS / No-Code,No-code website builder with integrated content management,False,dorik-com,dorik.com/cms
drafta.co,https://drafta.co,Legal Tech / Saas,Contract drafting platform creating legal documents,False,drafta-co,drafta.co
draftbit.com,https://draftbit.com,SaaS / Productivity,Build mobile apps 10x faster. Visual app builder creating native mobile apps with seamless collaboration,False,draftbit-com,draftbit.com
dragapp.com,https://dragapp.com,Productivity / Extension,Gmail productivity tool organizing inbox visually,False,dragapp-com,dragapp.com
drinkseriously.com,https://drinkseriously.com,E-commerce,Craft beverage marketplace discovering unique drinks,False,drinkseriously-com,drinkseriously.com
driveghost.com,https://driveghost.com,Fintech,Rideshare analytics app tracking earnings and expenses,False,driveghost-com,driveghost.com
droniesnft.com,https://droniesnft.com,Developer Tool,NFT collection featuring drone-themed digital artwork,False,droniesnft-com,droniesnft.com
dropbase.io,https://dropbase.io,SaaS / Developer Tool,Internal tool builder creating admin interfaces,False,dropbase-io,dropbase.io
droplethealth.com,https://droplethealth.com,Health / Wellness,Healthcare app connecting patients with doctors,False,droplethealth-com,droplethealth.com
earn.com,https://earn.com,SaaS / Productivity,Platform earning cryptocurrency for completing tasks,False,earn-com,earn.com
editorx.com,https://editorx.com,SaaS / No-Code,Advanced website builder for professional designers,False,editorx-com,editorx.com
eesel.app,https://eesel.app,AI Tool,AI search tool finding information across apps,False,eesel-app,eesel.app
electron.atom.io,https://electron.atom.io,Design Tool,Framework building desktop apps with web tech,False,electron-atom-io,electron.atom.io
elementor.com,https://elementor.com,Design / Creative,WordPress page builder designing websites visually,False,elementor-com,elementor.com
embacy.io,https://embacy.io,Agency / Studio,Design agency creating digital brand experiences,False,embacy-io,embacy.io
emburse.com,https://emburse.com,Fintech,Expense management platform automating reimbursements,False,emburse-com,emburse.com
empower.me,https://empower.me,Fintech,Personal finance app managing budgets and credit scores,False,empower-me,empower.me
en.99designs.nl,https://en.99designs.nl,E-commerce,Graphic design marketplace connecting designers with clients,False,en-99designs-nl,en.99designs.nl
eurovps.com,https://eurovps.com,Saas / Hosting,VPS hosting provider offering cloud servers,False,eurovps-com,eurovps.com
exerstudio.com,https://exerstudio.com,Health / Wellness,Fitness class booking platform for boutique studios,False,exerstudio-com,exerstudio.com
exploregem.com,https://exploregem.com,Travel / App,Travel discovery app finding hidden local gems,False,exploregem-com,exploregem.com
feedier.com,https://feedier.com,Saas / Cx,Customer feedback platform collecting actionable insights,False,feedier-com,feedier.com
fellow.app,https://fellow.app,SaaS / Productivity,Meeting management platform organizing agendas and notes,False,fellow-app,fellow.app
figmaster.co,https://figmaster.co,Education,Figma course teaching professional design skills,False,figmaster-co,figmaster.co
fireandflourbread.com,https://fireandflourbread.com,E-commerce,Artisan bakery selling fresh bread and pastries,False,fireandflourbread-com,fireandflourbread.com
firewatchgame.com,https://firewatchgame.com,Entertainment / Gaming,Adventure video game exploring wilderness mystery,False,firewatchgame-com,firewatchgame.com
firmbee.com,https://firmbee.com,SaaS / Productivity,Business management platform organizing projects and clients,False,firmbee-com,firmbee.com
flatfile.io,https://flatfile.io,SaaS / Marketing,Data onboarding platform importing spreadsheets seamlessly,False,flatfile-io,flatfile.io
flightfox.com,https://flightfox.com,Travel / Service,Travel planning service finding best flights,False,flightfox-com,flightfox.com
flowinkit.com,https://flowinkit.com,Design Tool,Figma design system kit with components,False,flowinkit-com,flowinkit.com
fluz.app,https://fluz.app,Fintech / Crypto,Cashback rewards app earning crypto on purchases,False,fluz-app,fluz.app
focusplan.app,https://focusplan.app,Health / Wellness,Time management app blocking distractions and building focus,False,focusplan-app,focusplan.app
fomo.com,https://fomo.com,SaaS / Marketing,Social proof platform displaying customer activity,False,fomo-com,fomo.com
forestadmin.com,https://forestadmin.com,SaaS / Developer Tool,Admin panel generator creating internal tools instantly,False,forestadmin-com,forestadmin.com
form.taxi,https://form.taxi/en,SaaS / Developer Tool,Form backend service handling submissions securely,False,form-taxi,form.taxi/en
formcarry.com,https://formcarry.com,SaaS / Developer Tool,Form backend service collecting submissions without coding,False,formcarry-com,formcarry.com
fortmatic.com,https://fortmatic.com,Fintech / Crypto,Crypto wallet enabling blockchain apps without extensions,False,fortmatic-com,fortmatic.com
framerjs.com,https://framerjs.com,Design Tool,Prototyping framework designing interactive interfaces,False,framerjs-com,framerjs.com
frase.io,https://frase.io,AI / Writing,AI content optimization tool improving SEO performance,False,frase-io,frase.io
freetrade.io,https://freetrade.io,Fintech,Commission-free stock trading app investing simply,False,freetrade-io,freetrade.io
frill.co,https://frill.co,Saas,Product roadmap platform collecting and prioritizing feedback,False,frill-co,frill.co
fullstackhq.com,https://fullstackhq.com,Developer Tool,Developer community connecting engineering professionals,False,fullstackhq-com,fullstackhq.com
fullstackui.com,https://fullstackui.com,Design Tool,Component library with production-ready UI elements,False,fullstackui-com,fullstackui.com
future.1password.com,https://future.1password.com,SaaS / Security,Password manager securing digital life with encrypted vaults,False,future-1password-com,future.1password.com
generated.photos,https://generated.photos,AI / Image,AI-generated stock photos of people that don't exist,False,generated-photos,generated.photos
geneva.com,https://geneva.com,SaaS / Communication,"Community platform combining chat, calendar, and payments",False,geneva-com,geneva.com
get-thrive.app,https://get-thrive.app,Health / Wellness,Habit tracker building positive daily routines,False,get-thrive-app,get-thrive.app
getballpark.com,https://getballpark.com,SaaS / Productivity,Time tracking app billing clients accurately,False,getballpark-com,getballpark.com
getbigmail.com,https://getbigmail.com,SaaS / Marketing,Email finder tool discovering business contact addresses,False,getbigmail-com,getbigmail.com
getcleanshot.com,https://getcleanshot.com,Productivity / Tool,Screenshot tool capturing and annotating images,False,getcleanshot-com,getcleanshot.com
getcloudapp.com,https://getcloudapp.com,SaaS / Productivity,Screen capture tool sharing visual feedback,False,getcloudapp-com,getcloudapp.com
getdooapp.com,https://getdooapp.com,SaaS / Productivity,Collaborative calendar app scheduling group events,False,getdooapp-com,getdooapp.com
getfilteroff.com,https://getfilteroff.com,Social Network / App,Authentic social app sharing unfiltered selfies,False,getfilteroff-com,getfilteroff.com
getflow.com,https://getflow.com,SaaS / Productivity,Task management app organizing team workflows,False,getflow-com,getflow.com
getform.org,https://getform.org,SaaS / Developer Tool,Form backend collecting submissions without servers,False,getform-org,getform.org
geticonjar.com,https://geticonjar.com,SaaS / Design,Icon management tool organizing design assets,False,geticonjar-com,geticonjar.com
getkap.co,https://getkap.co,Productivity / Tool,Screen recorder creating GIF and video captures,False,getkap-co,getkap.co
getmimo.com,https://getmimo.com,Education,Coding education app teaching programming skills,False,getmimo-com,getmimo.com
getmumu.com,https://getmumu.com,Productivity / App,Email client organizing inbox with smart folders,False,getmumu-com,getmumu.com
getstencil.com,https://getstencil.com,SaaS / Design,Graphic design tool creating social media visuals,False,getstencil-com,getstencil.com
getvero.com,https://getvero.com,SaaS / Marketing,Email marketing platform personalizing customer journeys,False,getvero-com,getvero.com
getvoiceflow.com,https://getvoiceflow.com,SaaS / Developer Tool,Conversation design tool building voice apps,False,getvoiceflow-com,getvoiceflow.com
ghostnoteapp.com,https://ghostnoteapp.com,SaaS / Productivity,Note-taking app attaching context to files,False,ghostnoteapp-com,ghostnoteapp.com
gifmock.com,https://gifmock.com,Design Tool,Animated mockup generator creating device previews,False,gifmock-com,gifmock.com
gigster.com,https://gigster.com,SaaS / Design,Software development marketplace building products,False,gigster-com,gigster.com
gingertag.com,https://gingertag.com,E-commerce,Price tracking app alerting deals on favorite products,False,gingertag-com,gingertag.com
glideapps.com,https://glideapps.com,SaaS / Marketing,No-code app builder creating mobile apps from spreadsheets,True,glideapps-com,glideapps.com
goabstract.com,https://goabstract.com,SaaS / Design,Version control platform for design files,False,goabstract-com,goabstract.com
goodgantt.com,https://goodgantt.com,SaaS / Productivity,Gantt chart tool visualizing project timelines,False,goodgantt-com,goodgantt.com
gosquared.com,https://gosquared.com,SaaS / Analytics,Analytics platform tracking website visitors live,False,gosquared-com,gosquared.com
grain.co,https://grain.co,AI / Code,Meeting recorder capturing insights from video calls,False,grain-co,grain.co
graphcms.com,https://graphcms.com,SaaS / Developer Tool,Headless CMS delivering content via API,False,graphcms-com,graphcms.com
greenhouse.io,https://greenhouse.io,SaaS / HR,Hiring software for structured interviewing.,False,greenhouse-io,greenhouse.io
groovehq.com,https://groovehq.com,Saas / Customer Service,Customer support software with shared inbox and help desk,False,groovehq-com,groovehq.com
growthmentor.com,https://growthmentor.com,E-commerce,Mentorship platform connecting growth marketers with experts,False,growthmentor-com,growthmentor.com
gusto.com,https://gusto.com/wallet,SaaS / HR,"Payroll, benefits, and HR platform for small businesses.",False,gusto-com,gusto.com/wallet
gyrosco.pe,https://gyrosco.pe,Health / Wellness,Life tracking app quantifying personal data,False,gyrosco-pe,gyrosco.pe
handwrytten.com,https://handwrytten.com,E-commerce,Handwritten note service creating personalized cards,False,handwrytten-com,handwrytten.com
happyforms.me,https://happyforms.me,Design Tool,WordPress form builder creating contact forms,False,happyforms-me,happyforms.me
happyhues.co,https://happyhues.co,Design Tool,Color palette inspiration for web designers,False,happyhues-co,happyhues.co
harvestr.io,https://harvestr.io,Saas,Product feedback platform centralizing user insights,False,harvestr-io,harvestr.io
headlime.io,https://headlime.io,AI / Writing,AI copywriter generating landing page content,False,headlime-io,headlime.io
headspace.com,https://headspace.com,Health / Wellness,Meditation app improving mental health daily,False,headspace-com,headspace.com
heapanalytics.com,https://heapanalytics.com,SaaS / Analytics,Product analytics platform tracking user interactions,False,heapanalytics-com,heapanalytics.com
heavyweight.nl,https://heavyweight.nl,Agency / Studio,Design studio creating bold brand identities,False,heavyweight-nl,heavyweight.nl
hellobonsai.com,https://hellobonsai.com,SaaS / Productivity,Business management platform for freelancers,False,hellobonsai-com,hellobonsai.com
helloellement.com,https://helloellement.com,E-commerce,Fashion e-commerce platform curating sustainable women's clothing,False,helloellement-com,helloellement.com
hellonext.co,https://hellonext.co,Saas,Customer feedback portal collecting product suggestions,False,hellonext-co,hellonext.co
hellopingpong.com,https://hellopingpong.com,Fintech / Payments,International payment platform handling cross-border money,False,hellopingpong-com,hellopingpong.com
hellosign.com,https://hellosign.com,Developer Tool,E-signature platform signing documents digitally,False,hellosign-com,hellosign.com
hellosuper.com,https://hellosuper.com,Fintech,Digital insurance platform offering on-demand coverage,False,hellosuper-com,hellosuper.com
helpscout.com,https://helpscout.com,Saas / Customer Service,Customer support platform managing help desk tickets,False,helpscout-com,helpscout.com
hire.codementor.io,https://hire.codementor.io,SaaS / HR,Developer hiring platform recruiting tech talent,False,hire-codementor-io,hire.codementor.io
hive.co,https://hive.co,SaaS / Productivity,Project management platform organizing team workflows,False,hive-co,hive.co
hopin.com,https://hopin.com,Saas / Events,Virtual event platform hosting conferences and webinars,False,hopin-com,hopin.com
horizon-ui.com,https://horizon-ui.com,Design Tool,Open-source admin dashboard template with modern design,False,horizon-ui-com,horizon-ui.com
hotdropapp.com,https://hotdropapp.com,E-commerce,Sneaker release calendar tracking limited edition drops,False,hotdropapp-com,hotdropapp.com
hotelchamp.com,https://hotelchamp.com,Saas / Hospitality,Hotel booking engine increasing direct reservations,False,hotelchamp-com,hotelchamp.com
hund.io,https://hund.io,SaaS / Developer Tool,Status page platform communicating system uptime,False,hund-io,hund.io
hustlepanda.com,https://hustlepanda.com,Education,Entrepreneurship community connecting ambitious founders,False,hustlepanda-com,hustlepanda.com
hyperboledesign,https://hyperboledesign.com,Agency / Studio,"hyperboledesign is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,hyperboledesign,hyperboledesign.com
hypercomply.com,https://hypercomply.com,SaaS / Security,Security questionnaire automation platform for compliance,False,hypercomply-com,hypercomply.com
hypersay.events,https://hypersay.events,Saas / Events,Interactive presentation platform engaging event audiences,False,hypersay-events,hypersay.events
iWeaver,https://www.iweaver.ai,AI / Agents,AI-powered knowledge management and information synthesis,False,iweaver,iweaver.ai
idle.finance,https://idle.finance,Fintech / Crypto,DeFi yield optimization protocol maximizing crypto returns,False,idle-finance,idle.finance
idonethis.com,https://idonethis.com,SaaS / Productivity,Team productivity tool tracking daily accomplishments,False,idonethis-com,idonethis.com
ilo.so,https://ilo.so,SaaS / Marketing,Link-in-bio tool creating micro landing pages,False,ilo-so,ilo.so
imgix.com,https://imgix.com,SaaS / Developer Tool,Image optimization API delivering responsive visuals,False,imgix-com,imgix.com
impraise.com,https://impraise.com,SaaS / HR,Performance management platform conducting reviews,False,impraise-com,impraise.com
incident.io,https://incident.io,Saas  /  Reliability,"Incident response platform for alerts, comms, postmortems, and on-call ops.",False,incident-io,incident.io
initiatorcreator.com,https://initiatorcreator.com,Education,Online course platform creating digital learning experiences,False,initiatorcreator-com,initiatorcreator.com
intercom.com,https://intercom.com/series,SaaS / Communication,Customer messaging platform combining live chat and support tools.,False,intercom-com,intercom.com/series
intravert.co,https://intravert.co,SaaS / Analytics,Analytics platform tracking internal tool usage,False,intravert-co,intravert.co
invisionapp.com,https://invisionapp.com/freehand,SaaS / Productivity,Digital whiteboard tool for design collaboration and brainstorming,False,invisionapp-com,invisionapp.com/freehand
ionic.io,https://ionic.io,SaaS / Developer Tool,Mobile app development platform building hybrid apps,False,ionic-io,ionic.io
islands.xyz,https://islands.xyz,E-commerce,NFT marketplace for discovering and trading digital collectibles,False,islands-xyz,islands.xyz
iteratehq.com,https://iteratehq.com,Saas / Product,Product survey platform collecting user feedback,False,iteratehq-com,iteratehq.com
iventlist.com,https://iventlist.com,Saas / Events,Event management platform organizing conferences,False,iventlist-com,iventlist.com
jasper.ai,https://jasper.ai,AI / Writing,AI content platform for marketing copy and brand content.,False,jasper-ai,jasper.ai
joinditto.in,https://joinditto.in,Fintech,Insurance technology platform simplifying policy management,False,joinditto-in,joinditto.in
joinmastodon.org,https://joinmastodon.org,Social Network / Web3,Decentralized social network platform respecting privacy,False,joinmastodon-org,joinmastodon.org
jointoucan.com,https://jointoucan.com,Education,Language learning extension translating web content,False,jointoucan-com,jointoucan.com
juniper.showit.site,https://juniper.showit.site,Portfolio,Creative portfolio template for photographers,False,juniper-showit-site,juniper.showit.site
kapa99.com,https://kapa99.com,AI / Code,AI documentation assistant answering developer questions,False,kapa99-com,kapa99.com
klientboost.com,https://klientboost.com,AI Tool,PPC agency managing paid advertising campaigns,False,klientboost-com,klientboost.com
konghq.com,https://konghq.com,SaaS / Developer Tool,API gateway platform managing microservices and APIs,False,konghq-com,konghq.com
landa.app,https://landa.app,Fintech,Real estate investment platform offering fractional ownership,False,landa-app,landa.app
landingfolio.com,https://landingfolio.com/hybridstateofmind.com,Design / Creative,Landing page design inspiration gallery for designers,False,landingfolio-com,landingfolio.com/hybridstateofmind.com
latana.com,https://latana.com,SaaS / Marketing,Brand tracking platform measuring awareness and perception globally,False,latana-com,latana.com
later.com,https://later.com,SaaS / Marketing,Social media scheduling platform planning posts across channels,False,later-com,later.com
latticehq.com,https://latticehq.com,SaaS / HR,People management platform developing employees,False,latticehq-com,latticehq.com
learnmonthly.com,https://learnmonthly.com,E-commerce,Subscription box delivering educational activities,False,learnmonthly-com,learnmonthly.com
learnworlds.com,https://learnworlds.com,Education,Online course platform creating and selling education,False,learnworlds-com,learnworlds.com
leftronic.com,https://leftronic.com,SaaS / Analytics,Dashboard platform visualizing business metrics,False,leftronic-com,leftronic.com
lemon.io,https://lemon.io,E-commerce,Developer marketplace connecting vetted engineers with startups,False,lemon-io,lemon.io
lemonade.com,https://lemonade.com/api,SaaS / Developer Tool,Insurance API platform offering embedded coverage,False,lemonade-com,lemonade.com/api
linear.app,https://linear.app,SaaS / Developer Tool,Issue tracking and project management tool built for modern software teams.,False,linear-app,linear.app
lingoapp.com,https://lingoapp.com,SaaS / Design,Brand asset manager organizing design systems,False,lingoapp-com,lingoapp.com
litmus.com,https://litmus.com,SaaS / Marketing,Email testing platform previewing across devices,False,litmus-com,litmus.com
liveblocks.io,https://liveblocks.io,SaaS / Productivity,Real-time collaboration infrastructure for web applications,False,liveblocks-io,liveblocks.io
livestorm.co,https://livestorm.co,SaaS / Communication,Video conferencing platform hosting webinars and meetings,False,livestorm-co,livestorm.co
local-membership-template.webflow.io,https://local-membership-template.webflow.io,Template,Webflow membership site template for local businesses,False,local-membership-template-webflow-io,local-membership-template.webflow.io
logikcull.com,https://logikcull.com,Legal Tech / Saas,E-discovery platform managing legal documents,False,logikcull-com,logikcull.com
logindesigner.com,https://logindesigner.com,Design / Creative,WordPress plugin customizing login page designs,False,logindesigner-com,logindesigner.com
logobly.com,https://logobly.com,AI / Code,AI logo maker creating brand identities,False,logobly-com,logobly.com
logomaster.ai,https://logomaster.ai,AI / Code,AI logo generator creating brand identities,False,logomaster-ai,logomaster.ai
lookback.io,https://lookback.io,Saas / Research,User research platform recording product sessions,False,lookback-io,lookback.io
